title,content,time,trading_pair_or_currencies,price_change,cleaned_content,hash
Texas to Establish State-Managed Cryptocurrency Fund,"PANews, Texas is set to create a state-managed fund to hold Bitcoin and other cryptocurrencies. The Texas Comptroller will oversee this reserve, which will maintain a cryptocurrency market value of at least $500 billion and be eligible for state budget allocations. Additionally, a Strategic Bitcoin Reserve Advisory Board has been established to provide guidance on managing the fund, with a requirement to report its holdings biennially. Previously, the Texas Senate passed Bill SB 21, which would allow the state to invest a portion of public funds in digital assets, particularly Bitcoin. The bill still requires approval from the House and the governor's signature to become law.
Trading Pair: BTC
Price Change: -1.08%",2025-03-09,BTC,-1.08%,"PANews, Texas is set to create a statemanaged fund to hold Bitcoin and other cryptocurrencies. The Texas Comptroller will oversee this reserve, which will maintain a cryptocurrency market value of at least 500 billion and be eligible for state budget allocations. Additionally, a Strategic Bitcoin Reserve Advisory Board has been established to provide guidance on managing the fund, with a requirement to report its holdings biennially. Previously, the Texas Senate passed Bill SB 21, which would allow the state to invest a portion of public funds in digital assets, particularly Bitcoin. The bill still requires approval from the House and the governors signature to become law. Trading Pair BTC Price Change 1.08",dacff22875a6efe3dd2da2a9435f89de
"Bitcoin(BTC) Drops Below 86,000 USDT with a 0.13% Decrease in 24 Hours","Binance Market Data, Bitcoin has dropped below 86,000 USDT and is now trading at 85,960.273438 USDT, with a narrowed 0.13% decrease in 24 hours.
Trading Pair: BTC
Price Change: -1.08%",2025-03-09,BTC,-1.08%,"Binance Market Data, Bitcoin has dropped below 86,000 USDT and is now trading at 85,960.273438 USDT, with a narrowed 0.13 decrease in 24 hours. Trading Pair BTC Price Change 1.08",2ad92db4ed6154288800e61549e97d56
El Salvador Continues Bitcoin Accumulation Despite IMF Pressure,"BlockBeats, El Salvador has increased its Bitcoin holdings by one unit as of March 9, bringing its total to 6,105.18 Bitcoins, valued at over $527 million. In the past seven days, the country has acquired 13 Bitcoins, and over the last 30 days, it has added 36 Bitcoins to its reserves. Despite pressure from the International Monetary Fund (IMF) to halt the accumulation of decentralized value storage assets, El Salvador has continued its purchases, acquiring 13 Bitcoins since March 1. In December 2024, El Salvador reached an agreement with the IMF to secure a $1.4 billion loan. As part of this agreement, the Salvadoran government consented to revoke Bitcoin's status as legal tender in the country and to reduce public sector involvement with the cryptocurrency.
Trading Pair: BTC
Price Change: -1.08%",2025-03-09,BTC,-1.08%,"BlockBeats, El Salvador has increased its Bitcoin holdings by one unit as of March 9, bringing its total to 6,105.18 Bitcoins, valued at over 527 million. In the past seven days, the country has acquired 13 Bitcoins, and over the last 30 days, it has added 36 Bitcoins to its reserves. Despite pressure from the International Monetary Fund IMF to halt the accumulation of decentralized value storage assets, El Salvador has continued its purchases, acquiring 13 Bitcoins since March 1. In December 2024, El Salvador reached an agreement with the IMF to secure a 1.4 billion loan. As part of this agreement, the Salvadoran government consented to revoke Bitcoins status as legal tender in the country and to reduce public sector involvement with the cryptocurrency. Trading Pair BTC Price Change 1.08",76b9ccfe0146b673767231288867a56d
Kanye West Explores Bitcoin Knowledge With Ansem,"Odaily, Kanye West recently shared on the X platform that he is learning about Bitcoin from Ansem, a well-known figure in the cryptocurrency community with 703,000 followers on the platform. Kanye West, a prominent public figure in the cryptocurrency space, has frequently engaged in discussions about blockchain-related topics.
Trading Pair: BTC
Price Change: -1.08%",2025-03-09,BTC,-1.08%,"Odaily, Kanye West recently shared on the X platform that he is learning about Bitcoin from Ansem, a wellknown figure in the cryptocurrency community with 703,000 followers on the platform. Kanye West, a prominent public figure in the cryptocurrency space, has frequently engaged in discussions about blockchainrelated topics. Trading Pair BTC Price Change 1.08",383782220c74e1f9aa3f97126b21687b
U.S. Declares Ambition to Become Bitcoin Superpower,"BlockBeats, the official X account of the U.S. White House announced that the United States aims to become the world's leading Bitcoin superpower. The statement emphasized that America's golden era has commenced.""America will be the Bitcoin superpower of the world. The Golden Age of America has BEGUN!"" The White House stated in the X post.
Trading Pair: BTC
Price Change: -1.08%",2025-03-09,BTC,-1.08%,"BlockBeats, the official X account of the U.S. White House announced that the United States aims to become the worlds leading Bitcoin superpower. The statement emphasized that Americas golden era has commenced.America will be the Bitcoin superpower of the world. The Golden Age of America has BEGUN! The White House stated in the X post. Trading Pair BTC Price Change 1.08",438464527a6f92183a369748ff1b97b8
"Bitcoin(BTC) Surpasses 86,000 USDT with a Narrowed 2.65% Decrease in 24 Hours","Binance Market Data, Bitcoin has crossed the 86,000 USDT benchmark and is now trading at 86,027.742188 USDT, with a narrowed narrowed 2.65% decrease in 24 hours.
Trading Pair: BTC
Price Change: -1.08%",2025-03-09,BTC,-1.08%,"Binance Market Data, Bitcoin has crossed the 86,000 USDT benchmark and is now trading at 86,027.742188 USDT, with a narrowed narrowed 2.65 decrease in 24 hours. Trading Pair BTC Price Change 1.08",4ea2e4d6e0f25ef977dfcf6c4cb20f4c
Volatility Shares Files For New XRP ETFs Amid Regulatory Hopes,"CoinDesk, Volatility Shares, an asset manager recognized for its innovative exchange-traded funds (ETFs), has submitted filings for three new XRP-focused products. These include a spot XRP ETF, a 2x leveraged XRP ETF, and an inverse -1x XRP ETF. The spot XRP ETF is intended to directly track the cryptocurrency's price, while the 2x leveraged ETF seeks to amplify daily price movements by a factor of two. Conversely, the inverse -1x ETF provides investors with an opportunity to bet against XRP’s price, mirroring the reverse of its daily performance. This development comes amid growing anticipation for regulatory approval of a spot XRP ETF. Traders on Polymarket are currently assessing a 77% probability that a spot XRP ETF will gain approval within this year. However, the likelihood of approval before July 31 is perceived to be lower, standing at 35%. Volatility Shares' filings position it alongside several other asset managers aiming to introduce XRP ETFs in the United States, including Grayscale, WisdomTree, Bitwise, 21Shares, CoinShares, and Canary Capital. In recent developments, the U.S. Securities and Exchange Commission (SEC) has initiated its review process for an XRP ETF filing by acknowledging a 19b-4 submission from the New York Stock Exchange and Grayscale. Meanwhile, the world's first spot XRP ETF is poised to launch in Brazil following approval from the country's securities regulator. This marks a significant step in the global expansion of XRP ETFs, reflecting the increasing interest and potential for these financial products in various markets.
Trading Pair: XRP
Price Change: -2.39%",2025-03-09,XRP,-2.39%,"CoinDesk, Volatility Shares, an asset manager recognized for its innovative exchangetraded funds ETFs, has submitted filings for three new XRPfocused products. These include a spot XRP ETF, a 2x leveraged XRP ETF, and an inverse 1x XRP ETF. The spot XRP ETF is intended to directly track the cryptocurrencys price, while the 2x leveraged ETF seeks to amplify daily price movements by a factor of two. Conversely, the inverse 1x ETF provides investors with an opportunity to bet against XRPs price, mirroring the reverse of its daily performance. This development comes amid growing anticipation for regulatory approval of a spot XRP ETF. Traders on Polymarket are currently assessing a 77 probability that a spot XRP ETF will gain approval within this year. However, the likelihood of approval before July 31 is perceived to be lower, standing at 35. Volatility Shares filings position it alongside several other asset managers aiming to introduce XRP ETFs in the United States, including Grayscale, WisdomTree, Bitwise, 21Shares, CoinShares, and Canary Capital. In recent developments, the U.S. Securities and Exchange Commission SEC has initiated its review process for an XRP ETF filing by acknowledging a 19b4 submission from the New York Stock Exchange and Grayscale. Meanwhile, the worlds first spot XRP ETF is poised to launch in Brazil following approval from the countrys securities regulator. This marks a significant step in the global expansion of XRP ETFs, reflecting the increasing interest and potential for these financial products in various markets. Trading Pair XRP Price Change 2.39",e84e220e697d02549a3a5bfadc0bc3ed
BNB Drops Below 580 USDT with a 2.78% Decrease in 24 Hours,"Binance Market Data, BNB has dropped below 580 USDT and is now trading at 579.969971 USDT, with a narrowed 2.78% decrease in 24 hours.
Trading Pair: BNB
Price Change: -2.61%",2025-03-09,BNB,-2.61%,"Binance Market Data, BNB has dropped below 580 USDT and is now trading at 579.969971 USDT, with a narrowed 2.78 decrease in 24 hours. Trading Pair BNB Price Change 2.61",c39a177f961d20d0c4b40ac97ed2ac3e
BNB Drops Below 590 USDT with a 0.63% Decrease in 24 Hours,"Binance Market Data, BNB has dropped below 590 USDT and is now trading at 589.98999 USDT, with a narrowed 0.63% decrease in 24 hours.
Trading Pair: BNB
Price Change: -2.61%",2025-03-09,BNB,-2.61%,"Binance Market Data, BNB has dropped below 590 USDT and is now trading at 589.98999 USDT, with a narrowed 0.63 decrease in 24 hours. Trading Pair BNB Price Change 2.61",347b84fa8f182b563bed1e85631a9241
NFT Market Sees Significant Growth Amid Decline In Buyer Numbers,"PANews, NFT trading volume has surged to $121.5 million this week, marking a 15.27% increase from the previous week. Despite this growth, the number of NFT buyers plummeted by 94.39% to 25,641, while sellers decreased by 91.84% to 25,717. The number of transactions rose by 5.21%, reaching 1,615,020. On the Ethereum network, trading volume increased by 50.76% to $37.6 million, although the number of buyers fell by 69.09% to 15,471. Bitcoin network trading volume decreased by 17.21% to $21 million. Solana network trading volume reached $18 million, growing by 51.24% and securing the third position. Mythos Chain network trading volume was $15.2 million, up by 2.84%, ranking fourth, while Polygon network trading volume was $13.5 million, down by 7.98%. Notable high-value transactions this week included: - CryptoPunks #4464: $2,196,232 (1011 ETH) - Uncategorized Ordinals #7d0: $1,321,676 (14 BTC) - CryptoPunks #8868: $646,201 (288.88 ETH) - CryptoPunks #364: $342,136 (160 ETH) - SuperRare #38335: $219,441 (100 ETH)
Trading Pair: ETH
Price Change: +0.67%",2025-03-09,ETH,+0.67%,"PANews, NFT trading volume has surged to 121.5 million this week, marking a 15.27 increase from the previous week. Despite this growth, the number of NFT buyers plummeted by 94.39 to 25,641, while sellers decreased by 91.84 to 25,717. The number of transactions rose by 5.21, reaching 1,615,020. On the Ethereum network, trading volume increased by 50.76 to 37.6 million, although the number of buyers fell by 69.09 to 15,471. Bitcoin network trading volume decreased by 17.21 to 21 million. Solana network trading volume reached 18 million, growing by 51.24 and securing the third position. Mythos Chain network trading volume was 15.2 million, up by 2.84, ranking fourth, while Polygon network trading volume was 13.5 million, down by 7.98. Notable highvalue transactions this week included  CryptoPunks 4464 2,196,232 1011 ETH  Uncategorized Ordinals 7d0 1,321,676 14 BTC  CryptoPunks 8868 646,201 288.88 ETH  CryptoPunks 364 342,136 160 ETH  SuperRare 38335 219,441 100 ETH Trading Pair ETH Price Change 0.67",2560b2952356b7c15ac39c7050e23dfa
BNB Surpasses 600 USDT with a 0.23% Increase in 24 Hours,"Binance Market Data, BNB has crossed the 600 USDT benchmark and is now trading at 600.200012 USDT, with a narrowed 0.23% increase in 24 hours.
Trading Pair: BNB
Price Change: -2.61%",2025-03-09,BNB,-2.61%,"Binance Market Data, BNB has crossed the 600 USDT benchmark and is now trading at 600.200012 USDT, with a narrowed 0.23 increase in 24 hours. Trading Pair BNB Price Change 2.61",c6f39df41a90f6d7b32dfa70c6f21b62
"Ethereum(ETH) Surpasses 2,200 USDT with a 3.13% Increase in 24 Hours","Binance Market Data, Ethereum has crossed the 2,200 USDT benchmark and is now trading at 2,212.040039 USDT, with a narrowed 3.13% increase in 24 hours.
Trading Pair: ETH
Price Change: +0.69%",2025-03-09,ETH,+0.69%,"Binance Market Data, Ethereum has crossed the 2,200 USDT benchmark and is now trading at 2,212.040039 USDT, with a narrowed 3.13 increase in 24 hours. Trading Pair ETH Price Change 0.69",14b1c72b7259cf217d54ffe842909b14
Volatility Shares Files For New XRP ETFs Amid Regulatory Hopes,"CoinDesk, Volatility Shares, an asset manager recognized for its innovative exchange-traded funds (ETFs), has submitted filings for three new XRP-focused products. These include a spot XRP ETF, a 2x leveraged XRP ETF, and an inverse -1x XRP ETF. The spot XRP ETF is intended to directly track the cryptocurrency's price, while the 2x leveraged ETF seeks to amplify daily price movements by a factor of two. Conversely, the inverse -1x ETF provides investors with an opportunity to bet against XRP’s price, mirroring the reverse of its daily performance. This development comes amid growing anticipation for regulatory approval of a spot XRP ETF. Traders on Polymarket are currently assessing a 77% probability that a spot XRP ETF will gain approval within this year. However, the likelihood of approval before July 31 is perceived to be lower, standing at 35%. Volatility Shares' filings position it alongside several other asset managers aiming to introduce XRP ETFs in the United States, including Grayscale, WisdomTree, Bitwise, 21Shares, CoinShares, and Canary Capital. In recent developments, the U.S. Securities and Exchange Commission (SEC) has initiated its review process for an XRP ETF filing by acknowledging a 19b-4 submission from the New York Stock Exchange and Grayscale. Meanwhile, the world's first spot XRP ETF is poised to launch in Brazil following approval from the country's securities regulator. This marks a significant step in the global expansion of XRP ETFs, reflecting the increasing interest and potential for these financial products in various markets.
Trading Pair: XRP
Price Change: -2.37%",2025-03-09,XRP,-2.37%,"CoinDesk, Volatility Shares, an asset manager recognized for its innovative exchangetraded funds ETFs, has submitted filings for three new XRPfocused products. These include a spot XRP ETF, a 2x leveraged XRP ETF, and an inverse 1x XRP ETF. The spot XRP ETF is intended to directly track the cryptocurrencys price, while the 2x leveraged ETF seeks to amplify daily price movements by a factor of two. Conversely, the inverse 1x ETF provides investors with an opportunity to bet against XRPs price, mirroring the reverse of its daily performance. This development comes amid growing anticipation for regulatory approval of a spot XRP ETF. Traders on Polymarket are currently assessing a 77 probability that a spot XRP ETF will gain approval within this year. However, the likelihood of approval before July 31 is perceived to be lower, standing at 35. Volatility Shares filings position it alongside several other asset managers aiming to introduce XRP ETFs in the United States, including Grayscale, WisdomTree, Bitwise, 21Shares, CoinShares, and Canary Capital. In recent developments, the U.S. Securities and Exchange Commission SEC has initiated its review process for an XRP ETF filing by acknowledging a 19b4 submission from the New York Stock Exchange and Grayscale. Meanwhile, the worlds first spot XRP ETF is poised to launch in Brazil following approval from the countrys securities regulator. This marks a significant step in the global expansion of XRP ETFs, reflecting the increasing interest and potential for these financial products in various markets. Trading Pair XRP Price Change 2.37",90cac52f4f38f4117401f0bab824a20f
Wyoming Senator Cynthia Lummis Misses White House Crypto Summit Due To Illness,"BlockBeats, on March 8, Wyoming Senator and Bitcoin bill architect Cynthia Lummis announced on social media that she was unable to attend the White House Crypto Summit due to pneumonia. She assured that she would expedite the drafting of the bill for submission to U.S. President Donald Trump.
Trading Pair: N/A
Price Change: N/A",2025-03-09,N/A,N/A,"BlockBeats, on March 8, Wyoming Senator and Bitcoin bill architect Cynthia Lummis announced on social media that she was unable to attend the White House Crypto Summit due to pneumonia. She assured that she would expedite the drafting of the bill for submission to U.S. President Donald Trump. Trading Pair NA Price Change NA",8beebe037ec6cb9298a37f892f8f0cea
Bitcoin Spot ETFs Experience Significant Net Outflows,"BlockBeats, data from SoSoValue indicates that on March 7, Bitcoin spot ETFs experienced a total net outflow of $409 million. Grayscale's ETF GBTC saw a single-day net outflow of $36.46 million, bringing its historical net outflow to $22.421 billion. Meanwhile, Grayscale's Bitcoin Mini Trust ETF BTC reported no net outflow for the day, maintaining a historical net inflow of $1.086 billion. The VanEck ETF HODL recorded the highest single-day net inflow among Bitcoin spot ETFs, with $619,600, contributing to a historical total net inflow of $828 million. As of the latest update, the total net asset value of Bitcoin spot ETFs stands at $98.483 billion, with an ETF net asset ratio of 5.71% relative to Bitcoin's total market capitalization. The cumulative historical net inflow for Bitcoin spot ETFs has reached $36.142 billion.
Trading Pair: N/A
Price Change: N/A",2025-03-09,N/A,N/A,"BlockBeats, data from SoSoValue indicates that on March 7, Bitcoin spot ETFs experienced a total net outflow of 409 million. Grayscales ETF GBTC saw a singleday net outflow of 36.46 million, bringing its historical net outflow to 22.421 billion. Meanwhile, Grayscales Bitcoin Mini Trust ETF BTC reported no net outflow for the day, maintaining a historical net inflow of 1.086 billion. The VanEck ETF HODL recorded the highest singleday net inflow among Bitcoin spot ETFs, with 619,600, contributing to a historical total net inflow of 828 million. As of the latest update, the total net asset value of Bitcoin spot ETFs stands at 98.483 billion, with an ETF net asset ratio of 5.71 relative to Bitcoins total market capitalization. The cumulative historical net inflow for Bitcoin spot ETFs has reached 36.142 billion. Trading Pair NA Price Change NA",09938dd517247ea99a46bb507c437b20
Ethereum Layer 2 Networks Experience Decline In Total Value Locked,"PANews, data from L2BEAT indicates that the total value locked (TVL) in Ethereum Layer 2 networks has reached $32.9 billion, marking a 4.98% decrease on March 7. The top five networks by TVL are Arbitrum One with $12.82 billion, experiencing a 2.9% drop; Base with $11.25 billion, down by 5.65%; OP Mainnet with $4.31 billion, declining by 7.77%; ZKsync Era with $743 million, falling by 11.8%; and Starkent with $566 million, decreasing by 6.63%.
Trading Pair: N/A
Price Change: N/A",2025-03-09,N/A,N/A,"PANews, data from L2BEAT indicates that the total value locked TVL in Ethereum Layer 2 networks has reached 32.9 billion, marking a 4.98 decrease on March 7. The top five networks by TVL are Arbitrum One with 12.82 billion, experiencing a 2.9 drop Base with 11.25 billion, down by 5.65 OP Mainnet with 4.31 billion, declining by 7.77 ZKsync Era with 743 million, falling by 11.8 and Starkent with 566 million, decreasing by 6.63. Trading Pair NA Price Change NA",bbddb28d5534f4c0701c52e58e3c56eb
